day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,0,0,-1,1
2,0,0,0,0,-1,2,0,0,0,0,-1,2,0,0,0,0,-1,2,0,0,0,0,-1,2,2,2,0,0,-1,0,0,0,0,0,-1,2,2,2,0,0,-1,0,2,2,0,0,-1,0,1,1,0,0,-1,1
3,0,0,0,0,-1,3,1,1,0,0,-1,2,0,0,0,0,-1,3,1,1,0,0,-1,2,2,2,0,0,-1,1,0,0,1,0,-1,2,3,3,0,0,-1,0,3,3,0,0,-1,0,1,1,0,0,-1,2
4,0,0,0,0,-1,4,1,1,0,0,-1,3,0,0,0,0,-1,4,1,1,0,0,-1,3,2,2,0,0,-1,2,0,0,1,0,-1,3,4,4,0,0,-1,0,3,3,0,0,-1,1,1,1,0,0,-1,3
5,0,0,1,1,-1,4,1,1,1,1,-1,3,0,0,1,1,-1,4,1,1,0,0,-1,4,2,2,0,0,-1,3,0,0,1,0,-1,4,4,4,1,0,-1,0,4,4,0,0,-1,1,2,2,0,0,-1,3
6,0,0,2,1,-1,4,1,1,1,1,-1,4,1,1,1,1,-1,4,1,1,0,0,-1,5,2,2,0,0,-1,4,0,0,1,0,-1,5,4,4,2,0,-1,0,5,5,0,0,-1,1,2,2,0,0,-1,4
7,0,0,3,2,-1,4,2,2,1,1,-1,4,1,1,1,1,-1,5,1,1,0,0,-1,6,2,2,0,0,-1,5,0,0,1,0,-1,6,5,5,2,0,-1,0,5,5,0,0,-1,2,3,3,0,0,-1,4
8,0,0,3,2,-1,5,2,2,2,1,-1,4,1,1,2,2,-1,5,2,2,0,0,-1,6,3,3,0,0,-1,5,0,0,1,0,-1,7,5,5,3,1,-1,0,5,5,0,0,-1,3,4,4,0,0,-1,4
9,0,0,4,2,-1,5,3,3,2,1,-1,4,1,1,3,2,-1,5,2,2,1,1,-1,6,3,3,0,0,-1,6,0,0,1,0,6,8,6,5,3,1,-1,0,6,6,0,0,-1,3,4,4,0,0,-1,5
10,0,0,5,2,-1,5,3,3,2,1,-1,5,1,1,3,2,-1,6,3,3,1,1,-1,6,3,3,0,0,-1,7,0,0,1,0,6,9,7,5,3,1,-1,0,6,6,0,0,6,4,5,5,0,0,-1,5
11,0,0,5,2,-1,6,3,3,3,2,-1,5,2,2,3,2,-1,6,3,3,2,1,-1,6,3,3,1,1,-1,7,0,0,2,0,6,9,7,5,3,1,-1,1,6,6,0,0,6,5,5,5,0,0,-1,6
12,0,0,5,2,-1,7,3,3,4,2,-1,5,3,3,3,2,-1,6,3,3,3,2,-1,6,4,4,1,1,-1,7,0,0,3,0,6,9,7,5,4,1,-1,1,6,6,1,0,6,5,5,5,0,0,-1,7
13,0,0,5,2,-1,8,3,3,4,2,-1,6,4,3,3,2,4,6,4,4,3,2,-1,6,5,4,1,1,-1,7,0,0,4,1,6,9,7,5,5,2,2,1,6,6,1,0,6,6,6,6,0,0,-1,7
14,1,1,5,2,-1,8,3,3,4,2,-1,7,4,3,4,2,4,6,5,5,3,2,-1,6,6,5,1,1,-1,7,0,0,4,1,6,10,8,6,5,2,2,1,6,6,1,0,6,7,6,6,0,0,-1,8
15,1,1,5,2,-1,9,3,3,4,2,-1,8,5,4,4,2,4,6,5,5,3,2,-1,7,7,6,1,1,-1,7,0,0,4,1,6,11,8,6,5,2,2,2,6,6,1,0,6,8,7,7,0,0,-1,8
16,2,2,5,2,-1,9,3,3,4,2,-1,9,5,4,5,2,4,6,5,5,3,2,-1,8,7,6,1,1,-1,8,0,0,4,1,6,12,8,6,5,2,2,3,6,6,1,0,6,9,7,7,1,0,-1,8
17,3,3,5,2,-1,9,4,3,4,2,-1,9,5,4,5,2,4,7,6,6,3,2,-1,8,7,6,1,1,-1,9,0,0,4,1,6,13,8,6,5,2,2,4,6,6,1,0,6,10,7,7,1,0,-1,9
